review,sentiment
"- viÅ¡e toga, ali najbitnije za napomenut da nije bilo tople vode te da je tuÅ¡iranje bilo iskljuÄivo u hladnoj vodi",negativan
"U toku dana i veceri nije bas tiho zbog relativno mnogo pesaka i blizine kafea u ulici na koju gledaju prozori, ali je zato noc bila jako mirna, komsije nisam ni cuo. Mada i ta ulicna relativna buka moze biti vrlo prijatna jer daje onu tipicnu zivost i duh Beograda.",negativan
"Soba nije bila tako pozicionirana da gleda na grad, nego na dvoriÅ¡te nekog objekta i staru zgradu.",negativan
Sve mi se dopalo!,negativan
"Preuzimanje kljuÄeva je trajalo punih 3 sata, i na kraju sam dobio sobicu, koje uopÅ¡te nema na slikama prilikom odabira smjeÅ¡taja.
Za taj novac je mogao da se naÄ‘e mnogo bolji smjeÅ¡taj.",negativan
"Kompletan dojam je prihvatljiv smeÅ¡taj. Klima u objektu ne radi, kao i mini bas(friÅ¾ider) to je pokvarilo opstu ocenu. TakoÄ‘e neko kuvalo/Äajnik i pegla ne bi bilo loÅ¡e da postoji u objektu. 
Za ostalo nemam primedbe.",negativan
"Mislio sam da je apartman neÅ¡to veÄ‡i. Moja greÅ¡ka, nije do domaÄ‡ina.",negativan
"Nigde ne pise da se parking dodatno placa.
Osoba koja nas je docekala uzela je novac za prijavu boravista, a nije uzela nicije podatke. Koga prijavljujes??",negativan
"Vrata, ki sva si jih delila s sosednjo sobo. Sicer so zaklenjena, vendar se sliÅ¡i Äisto vse. Filme kot da je v kinu, smrÄanje, kadil - tako da je vse smrdelo ðŸ¤¦â€â™€ï¸",negativan
Kupatilo je odvojeno od sobe.,negativan
Manjsi hladilnik v sobi je manjkal,negativan
Steta sto nemaju svoje kupatilo,negativan
"Jedini ozbiljniji problem je to Å¡to prozori moraju biti zatvoreni zbog vanjske buke i praÅ¡ine. Drugi problem je prvi dolazak u hotel. Nema prostora za zaustavljanje automobila ispred hotela, a promet je jako intenzivan.",negativan
kruh pri zajtrku je bil vsaki dan star prav tako corn flakes ni bil hrustljav in sir je imel okus po kislem.,negativan
"NaÅ¾alost, trebali bi ubuduÄ‡e malo viÅ¡e pripaziti na higijenu. Iako posvuda piÅ¡e da je sve dezinficirano, naÅ¡ wc je izgledao kao da je sve obrisano samo jednom vlaÅ¾nom krpom (tragovi kamenca i plijesni su bili i u wc Å¡koljki i u tuÅ¡u). TakoÄ‘er, zamjerka je veliÄina i kvaliteta jastuka (bilo bi lijepo kad bi to promijenili).",negativan
"Jedina zamjerka,kupatilo bi moglo biti malo cisce.",negativan
"Losa izolacija, sva buka sa hodnika se cula u sobi",negativan
Super dobro je. Hvala,negativan
"Imam sugestiju samo za doruÄak, mozda bi migao da bude prilagodjen osobama koje ne jedu gluten ili beli hleb, malo vise voca i povrca. Ostalo je odliÄno!",negativan
parkiraliÅ¡te,negativan
"Wi-Fi signal koji stalno varira u kvaliteti 
Parking s kojega je tesko izaci na glavnu cestu.",negativan
Sve je bilo izvrsno!,negativan
"Lokacija, daleko od centra, izmeÄ‘u zgrada smjeÅ¡ten hotel, mraÄan i sumoran restoran, neudobni kreveti.",negativan
Dorucak jako obilan ali nije svedsji stol pa istaje ouno fine hrane,negativan
Nije bilo tople vode za kupanje,negativan
"UÅ¡la sam u hladnu sobu, a devojka koja mi je dala kljuÄ nije me uputila da se grejanje podeÅ¡ava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konaÄno postala prijatna za boravak. WC Å¡olja je bila prljava iako je imala traku da je Äista.
DoruÄak sam Äekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",negativan
Nedostatak lifta,negativan
"Kablovska nije radila sve vreme, odnosno gubio se signal, fen je bio neispravan. Soba nije bila ona koju smo rezervisali. PREPLACEN SMESTAJ!!! 
Najveci problem i razlog sto smo prekinuli odmor (nismo ostali koliko smo platili) je bio taj sto su nam neki stranci lupali pesnicama u 4 ujutru na vrata i trazili da otvorimo, a neko je cak promrmljao na traljavom srpskom da razvale vrata. To je trajalo 15-ak minuta i bilo je bas neprijatno, a ""domacin"" na nasu sms poruku i prituzbu uopste nije reagovao ni tad, ni nikad, niti se izvinio, niti pitao kako smo prosli, sto dovoljno govori o tome kakav je smestaj u pitanju, a jos vise o domacinu i tome da ga se to ne tice. Sigurno mu je bilo dobro doslo i sto smo ranije ispraznili smestaj. 
Ne preporucujemo nikome, preskupo i nebezbedno. Takodje, receno nam je da u zgradi postoji obezbedjenje, sto se ispostavilo da nije tacno, jer nikada nikoga nismo videli. PAZITE LJUDI!",negativan
"Apartma ni imel dovolj pripomoÄkov v kuhinji,  ÄistoÄa je bila srednja, v kopalnici ni bilo obeÅ¡alnikov, tuÅ¡ zastarel.",negativan
"Prljavo, nema toalet papira, nema nikakvog sudja,  peÅ¡kiri prestari, lift nema svjetla, zohari po podu!",negativan
"Nismo dobili apartman koji smo rezevirali niti bilo koji od apartmana sa slike.
Nakon dolaska u dogovoreno vrijeme spremaÄica je bila s nama u apartmanu i Äistila joÅ¡ sat vremenaâ€¦",negativan
"Nista nam se nije svidjelo ,domacin uzeo novce za  apartman koji nije bio ono sta smo rezervirali",negativan
"Preko Bookinga smo kaparisali vecu sobu zbog male bebe ,I svog prateceg sadrzaja decija kolica, itd...
A kada smo stigli na lokaciju soba je bila jedva velika da se nismo mogli okrenuti ako oboje stojimo .",negativan
Nista nam se nije dopalo,negativan
"Topla voda je u ogranicenoj kolicini, tesko da je ima za kadu koja se nudi u toj opciji.
Stan nije te kvadrature (povrsine), znatno je manji i ima oko 20tak m2",negativan
Nemam zamerke,negativan
"Mali braÄni krevet,jedan tanji prekrivac,hladno nije radilo grejanje ,zajednicko kupatilo,vrta sobe veoma losa ,cak se otvaraju i kad je zakljucano.
nema ogrtaÄa , sobnih papuca. nema ofinger za jakne.",negativan
Sve,negativan
"Nije navedeno da je kupatilo zajedniÄko za sve sobe, veliki minus je Å¡to sobe nemaju svoje kupatilo. 
Drugi minus je Å¡to su deke bile prljave.
A treÄ‡i minus Å¡to hostel nema svoj parking.",negativan
Sve je bilo fantastiÄno,negativan
Nema nista da mi se nije dopalo,negativan
Sve je kako treba da bude.,negativan
"Zmotila me je ÄistoÄa sob, bi lahko bila boljÅ¡a. ÄŒistilka je pozabila dati wc papir...",negativan
Soba je mirisala na dim cigareta iako je puÅ¡enje zabranjeno u svim sobama,negativan
Soba je malo premala ali u redu da tu cijenu,negativan
TV u sobi je bio veoma mali.,negativan
"Kreveti su malo mekÅ¡i, ali to nije pokvarilo utisak.",negativan
konumu,negativan
"Treba Wi-Fi pojaÄati,kao i doruÄak malo da je raznovrsniji..tipa ubaciti neka peciva,kroasane,kifle i sl.",negativan
"40â‚¬ ekstra na raÄunu ako Å¾elite da uÄ‘ete u sobu prije 14 sati kad poÄinje Äekiranje. Osim toga,nema niÅ¡ta negativno",negativan
DoruÄak bi se moÅ¾da mogao malo poboljÅ¡ati ali svejedno smo bili zadovoljni sa ponuÄ‘enim.,negativan
Neudobni krevet i jastuci,negativan
nemam zamjerki,negativan
"Zamjerka na kupaonicu, koja je  moderna, ali nije bilo ogledala iznad umivaonika (postojalo je ogledalo na bocnom zidu), sto otezava higijenu/spremanje kod  visednevnog poslovnog boravka. Nedostatak jednokratnih papuca.",negativan
"Zgrada i fasada su poprilicno stare,tako da prvi utisak nije bio najbolji al i kad smo videli stan laknulo nam je,iskreno :) Zaista je kao sa slike jos i lepsi.Osvetljenje u spavaÄ‡oj sobi,zbog nedostatka sijalica(Lampe za Äitanje ne daju dovoljno svetlosti)
Imali smo 2 gela za tusiranje u velikim bocama,oba su bila pri kraju. Predlog: mozda da koristite manje boÄice koje mogu da se dopune ( dodajte i sampon i kapicu za tusiranje ) jer velike skoro (prazne) boce ostavljaju utisak da je proizvod veÄ‡ iskoriÅ¡Ä‡en od strane ranijih gostiju.",negativan
"Smjesteni smo bili na 6.katu a dizalo nije radilo te je bilo jako naporno se vracati u apartman i zadnji dan snositi stvari i prtljagu horor. Dalje tuÅ¡, pritisak je bio toliko slab da je bilo skoro pa nemoguÄ‡e oprati kosu i normalno se istuÅ¡irati. Za te novce smo ocekivali vise.",negativan
Neprofesionalnost. U stan su ulazili kad nas nije bilo.,negativan
Sve je ok,negativan
"dobili smo jedan pokrivaÄ za nas dvije, mislim da bi za hotel sa 4* trebao imati svatko svoj pokrivaÄ, nisu sve parovi koji spavaju u braÄnom krevetu, nekad su to majka i dijete nekad prijateljice, takoÄ‘er dobili smo samo jedan rucnik, dosta putujem
i u svakom hotelu dobijete ruÄnik za pod(noge), jedan veliki i jedan srednji, i doruÄak je bio ispod prosjeka, mi smo doÅ¡le u 8h, sve je bilo hladno, Äak i jaja koja su bila u grijaÄima. naÅ¾alost hotel nema svoj parking, no kako je hotel u pjeÅ¡aÄkoj zoni, to smo i oÄekivale pa smo se parkirale u centru Rajiceva.",negativan
Å tonse plaÄ‡a,negativan
Cistoca 8/10.,negativan
"Apartman je bio prljav.. u peÄ‡nici se nalazio hamburger od tko zna kojih gostiju prije nas. PosuÄ‘e je bilo uÅ¾asno prljavo. u apartmanu nas je bilo 7, a ÄaÅ¡a 5, 3 Å¡alice i jedna prljava padela. 
TuÅ¡ pun ruzine i prljavÅ¡tine. Ni sliÄno kao na slikama. Ovdje se na slikama oÄito prikazuju viÅ¡e razliÄitih apartmana pa zapravo neznate kako Ä‡e VaÅ¡ apartman izgledati jer npr.ovaj dnevni boravak veliki prostrani uopÄ‡e ne postoji.
Jedino sto je bilo dobro je pozicija apartmana. Sve ostalo je 1.",negativan
"Losa kablovska,losa kuhinja koja je maltene odma do kreveta u spavacoj sobi,nema wi-fi,nestaje kontakt na kablovskoj,pogled u zid druge zgrade,hidromasazna kada loseg kvaliteta i slabo radi...",negativan
"Zbunjeno osoblje, nesporazumi oko rezervisanja, lose informacije na sajtu, koje vecinom nisu tacne... Na primer, postoji klima, ali je neispravna, daljinski za klimu nema baterije, uticnice neispravne, stona lampa neispravna. Nesporazum oko parkinga. Na mejlu sam neka pitanja postavljao na srpskom, oni mi odgovaraju na engleskom. Smestili su nas u sobu sa zasebnim kupatilom(kako smo i rezervisali) da bi nam sat vremena kasnije rekli da mi nismo to rezervisali, pa nam je recepcionerka otela kljuc, i smestila u sobu sa zajednickim kupatilom, koje smo delili sa celim spratom. Sve u svemu, lose iskustvo.",negativan
Jastuci,negativan
"Samo jedan jastuk po osobi, za hotel sa 4 zvjezdice trebalo bi biti viÅ¡e udobno",negativan
TraÅ¾enje parkinga i cijena parkinga za 3 dana. Skoro kao i soba!,negativan
Nema parking a javna garaÅ¾a u RajiÄ‡evoj nema dnevnu kartu. Parking za 24h je skuplji nego ruÄak u Sadarliji za nas Äetvoro.,negativan
"Krevet do prozora, nema oko njega mjesta",negativan
"Nismo mogli platiti eurima niti karticom. U subotu naveÄer jedva smo naÅ¡li menjaÄnicu, a Å¾urili smo u pozoriÅ¡te. Na sreÄ‡u, stigli smo sve...",negativan
jastuci i peÅ¡kiri,negativan
"Ono Å¡to bi bilo dobro je da se malo prilagode neki detalji za hotel koji na sebi nosi 4 zvijezdice. Nekoliko sitnih detalja vezano za posluÅ¾ivanje doruÄka bi doprinjelo dodatno samom ugoÄ‘aju, ali opet to je moje liÄno miÅ¡ljenje,vjerovatno veÄini odgovara veÄ postojeÄ‡e stanje. Sitnica poput papuÄa za kretanje po sobi bi takoÄ‘e bilo neÅ¡to Å¡to je pozitivno,liÄno ne volim da se kreÄem po sobi u obuÄ‡i. Ovi neke sitnice su moÅ¾da samo detalji koji meni smetaju. Generalno iskustvo je bilo vrlo dobro.",negativan
U restoranu neljubaznost radnice koja je iz Loznice rodom toliko znamo o njoj.,negativan
Nisam imala zamerke za kratko vreme koje sam provela u hotelu.,negativan
Nemam zamjerke,negativan
Nema svoje wc,negativan
ÄŒistoÄ‡a treba da bude bolja. ZajedniÄko kupatilo i to za veliki broj soba.,negativan
"Hotel â€œtiene encantoâ€ i neporecivu istoriju ali â€œgrcaâ€ za jednom ozbiljnom reformomâ€¦Pristup hotelu sa taxijom je limitiran sa ogradom postavljenom Äitavom duÅ¾inom ulice koja je ispred ulaza u hotel i posle zavisiÅ¡ od snalaÅ¾ljivosti taxiste gde Ä‡e te ostaviti sa prtljagom â€¦Preko dana je ulica jako preoptereÄ‡ena sa volumenom saobraÄ‡aja tako da je iskustvo sa uzimanjem ili dolaÅ¾enje sa taxijem jedna aventuraâ€¦Osobe sa limitiranom pokretljivoÅ¡Ä‡u ili parcijalni/full invalidi mogu jednostavno da zaborave kao opciju ovaj hotel, jer sam ulaz u hotel je jedan put od stepenica koji toj vrsti klijenata nedaje nikakvu pro-alternativuâ€¦
Hotel nema suites.Maximalna alternativa posle DB Standard room je trokrevetna soba i one su situirane na prvom spratu hotela.Hotel nema lift.
Internet konekcija je dobra ali svaki dan su se deÅ¡avali kratki prekidi konekcije koja je doduÅ¡e u kratkom vremenskom intervalu ponovo bila uspostavljenaâ€¦",negativan
"Nema parking,a u RajÄevoj garazi za 15 sata naplatili mi 20 eur",negativan
"Parking koji nesostaje Hotelu, spor lift.",negativan
Dorucak bi mogao biti malo bolji i parking malo jeftiniji.,negativan
Slabo grijanje,negativan
Å to nismo ostali malo duÅ¾e.,negativan
"Preporucujem svima, osoblje jako ugodno i opusteno, cistoca na zavidnom nivou, uzivao sam, i naravno da dolazim opet, sve super !",negativan
"internet nije radio, povremeno je prestajao s radom.  TuÅ¡ kabina halava po rubovima, loÅ¡e odrÅ¾avana",negativan
Steta sto nema neka bolja ponuda za parking ili neki svoj vlastiti.,negativan
"Trebalo da da postoji opcija da se obezbijedi parking, tj, da postoji opcija da se plati parking.",negativan
"Lift, najsporiji na svijetu, kad staje cak zadrma.
Cujem preglasno vodu iz drugih soba tj. Kupatila.",negativan
Nemamo zamjerkuâ€¦,negativan
malo se osjeti u wc- u neugodan miris,negativan
Sve jw bilo u najboljem rwdu,negativan
sve je top,negativan
"Mrvicu viÅ¡e izbora na doruÄku - jogurti, peciva, kroasani.",negativan
Stakleni wc je jako loÅ¡e rjeÅ¡enje. Osjeti se neugodan miris buÄ‘i u tuÅ¡ kabini. I neugodan je miris peÅ¡kira. U ormaru samo dva ofingera.,negativan
"Soba je izuzetno mala, te je izolacija popriliÄno slaba. Medjutim, ima i veÄ‡ih soba tako da je to ok.",negativan
"RuÅ¾no je naplaÄ‡ivati dorucak koji je u ceni...ma koliko bilo novca...jako ruÅ¾no...
Sobe male za tu cenu...",negativan
Hotel nema nikakav pristup osobnom vozilu radi iskrcaja-ukrcaja prtljage.,negativan
Sve je fantasticno,negativan
ljubaznost osoblja u restoranu,negativan
"Higijena, skup parking za goste hotela",negativan
Dorucak bi mogao imati veci izbor za vegetarijance,negativan
Reklamira se da ima.spa a onda se naplacuje dodatno.,negativan
bolja kuhinja,negativan
Grejanje u sobi.,negativan
Sve je u redu,negativan
sto duÅ¾e vremena nisam proveo,negativan
sve je super bilo,negativan
Izuzetno tesko pronaci parking za auto,negativan
"Parking se naplaÄ‡uje 15 eura, to je moglo da bude u cijenu smjeÅ¡taja.",negativan
manje buke,negativan
LoÅ¡ doruÄak...,negativan
nista,negativan
"Da smo mogli da ostanemo duze, ali sledeci put. Nemam sta da dodam.",negativan
"Mir, tisina",negativan
"Zaista nemamo zamerke, sve je besprekorno.",negativan
Nemam negativnih komentara,negativan
"Krevet na razvlaÄenje, malo neudobno za spavanje",negativan
Sve je perfektno.,negativan
Udobnost kreveta u spavacoj sobi.,negativan
"Krevet u spavaÄ‡oj sobi, nedostatak mobilijara u kupatilu.",negativan
"U kupatilu nedostaje mesto za kaÄenje peÅ¡kira, a u sobi je krevet baÅ¡ neudoban, ima neki Äudan naduÅ¡ek.",negativan
Kratak odmor.,negativan
MoÅ¾da koja prodavnica prehrambene robe u centru.,negativan
Vlasnici su veoma predusretljivi. Definitivno cemo ponovo odsesti u njemu.,negativan
Ne mogu da se setim niÄega.,negativan
"Mada u avgustu komaraca nije bilo previÅ¡e na planini, mislim da bi ugradnja komarnika zaokruÅ¾ila inaÄe vrlo dobru opremljenost ovog apartmana.",negativan
"Nije mi se dopala guzva koja se stalno pravila ispred terase zbog Maxija, bankina je previsoka na parkingu pa su kola dodatnu buku pravila prilikom zaustavljanja. Takodje samim tim i pogled sa terase nije bas nesto prizoran.",negativan
"Savetujem svim ljudima koji ovde dolaze kada je veliki sneg, da kupe kafu, secer i sve potrepstine koje su im neophodne, jer do prve prodavnice ima dosta da se pesaci.
Jedino sto bi mozda poboljsalo nas boravak jeste da postoje roletne ili bilo sta sliÄno, jer nismo ranoranioci. :)",negativan
"PosuÄ‘e, falila nam je cediljka za Äaj. I osvetljenje - fale lampe za pravi zimski ambijent, svetlo jakog neona u spavaÄ‡oj zaista nie adekvatno.",negativan
"Nije bilo gela za tusiranje, sampona i paste za zube.",negativan
"Samo jedan dan je bio sneg, koji se ubrzo otopio ðŸ˜€",negativan
Nismo nasli zamerke,negativan
"Nije presudno,ali bi moÅ¾da mogli ubaciti komarnike i klimu,neku manju,dovoljnu da malo rashladi apartman.Naravno to 
samo u letnjoj sezoni.Samo"" neÄoveku"" se ovaj raj ne bi dopao .ÄŒista 10",negativan
Sve nam se dopalo.,negativan
"Prilaz kolima kad je sneg, tesno za 4 osobe",negativan
Sve mi se svidja!,negativan
"Pored ulica u naselju jako puno smeÄ‡a, raznosi vetar, razvlaÄe psi.
Nema vidno obeleÅ¾enih putokaza.",negativan
Nemam primedbi,negativan
Nemamo nikakvih zamerki.,negativan
Mala soba i sto nema balkon,negativan
"U sobi nam je nedostajao escajg kao i tecnost za sudove,iako smo obroke imali dole u holu,za sitnice poput uzine za dete vam treba...jedina mana.",negativan
"Jedina mana da tako kazem je starija zena koja radi u kuhinji i sluzi goste, uopste nije ljubazna, sve nekako u prolazu govori, namrstena, imali smo utisak da jedva ceka da nam vidi ledja. Za dorucak nam je odresila kako nema nista sem ustipaka. Na kraju smo se ipak sa covekom dogovorili da nam se napravi nesto drugo, definitivno starijoj gospodji treba da se skrene paznja da radi u ugostiteljskom objektu. Sve ostalo je bilo super i uzivali smo.",negativan
